id,title,type,original_type,refer,knowledge_points,source,title_length
Q100,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x)  a denotes a read operation on x returning a value a, and write(x  x  20) denotes a write operation increasing the value of x by 20. The operations of each client are listed in the order that they are performed by the client. [Table Q6: Program order is top to bottom. Client A: write(x  x  100), read(x)  a, read(x)  b. Client B: write(x  x  3), read(x)  c, write(x  x  20), read(x)  d.] (a) If a  103 and the object service is sequentially consistent, what are the possible combinations of the values c and d? (3 marks)",Calculation,Calculation,Chapter 1 Characterization of Distributed Systems & System Models,['Fundamental models'],3.pdf,701
Q101,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x)  a denotes a read operation on x returning a value a, and write(x  x  20) denotes a write operation increasing the value of x by 20. The operations of each client are listed in the order that they are performed by the client. [Table Q6: Program order is top to bottom. Client A: write(x  x  100), read(x)  a, read(x)  b. Client B: write(x  x  3), read(x)  c, write(x  x  20), read(x)  d.] (b) If the object service is FIFO consistent, what are the possible combinations of the values c and d? (3 marks)",Calculation,Calculation,Chapter 1 Characterization of Distributed Systems & System Models,['Fundamental models'],3.pdf,682
Q102,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x)  a denotes a read operation on x returning a value a, and write(x  x  20) denotes a write operation increasing the value of x by 20. The operations of each client are listed in the order that they are performed by the client. [Table Q6: Program order is top to bottom. Client A: write(x  x  100), read(x)  a, read(x)  b. Client B: write(x  x  3), read(x)  c, write(x  x  20), read(x)  d.] (c) If b  123 and the object service provides both monotonicreads consistency and monotonicwrites consistency, what are the possible values of a ? (4 marks)",Calculation,Calculation,Chapter 1 Characterization of Distributed Systems & System Models,['Fundamental models'],3.pdf,725
Q103,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x)  a denotes a read operation on x returning a value a, and write(x  x  20) denotes a write operation increasing the value of x by 20. The operations of each client are listed in the order that they are performed by the client. [Table Q6: Program order is top to bottom. Client A: write(x  x  100), read(x)  a, read(x)  b. Client B: write(x  x  3), read(x)  c, write(x  x  20), read(x)  d.] (d) If the object service is readyourwrites consistent, what are the possible combinations of the values c and d? (4 marks)",Calculation,Calculation,Chapter 1 Characterization of Distributed Systems & System Models,['Fundamental models'],3.pdf,692
Q104,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x)  a denotes a read operation on x returning a value a, and write(x  x  20) denotes a write operation increasing the value of x by 20. The operations of each client are listed in the order that they are performed by the client. [Table Q6: Program order is top to bottom. Client A: write(x  x  100), read(x)  a, read(x)  b. Client B: write(x  x  3), read(x)  c, write(x  x  20), read(x)  d.] (e) If c  103 and the object service is writesfollowreads consistent, what are the possible values of d? (4 marks)",Calculation,Calculation,Chapter 1 Characterization of Distributed Systems & System Models,['Fundamental models'],3.pdf,683
Q105,What are idempotent and nonidempotent operations?,Short Answer,Short Answer,Chapter 2 Interprocess Communication,['Client-Server Communication'],2.pdf,49
Q106,"A distributed contact tracing system maintains the records of lessons attended by students. The server provides three services. The first service is for the students to register attendance by specifying the location of a lesson (a string), the time of the lesson (two integers, day and hour), and the student name (a string). The second service is for the manager to retrieve all the lessons attended by a particular student by specifying the student name. The third service is for the manager to query the names of all the students attending a particular lesson by specifying the location and the time of the lesson. Design a Java remote interface for the server.",Programming,Programming,Chapter 3 Distributed Objects & Remote Invocation,"['An example of Java RMI', 'Architecture of RMI', 'Distributed object model']",2.pdf,664
Q107,What is the purpose of mounting in a distributed file system? How is mounting carried out in the NFS?,Short Answer,Short Answer,Chapter 4 Distributed File Systems,"['Sun Network File System', 'Introduction']",2.pdf,101
Q108,"A distributed file system consists of three computers: a server and two clients A and B. Let f be a singleblock file stored at the server. Figure Q2 shows the operations performed by clients A and B on file f, where o, r, u and ""c"" represent open, read, update and close operations respectively. A and B both start with an empty client cache, and the caches are large enough to avoid any replacement. The updates made by B do not change the length of file f. The transmission delay in the network and the processing times at the computers are negligible. [Image of Figure Q2: Timeline from 0 to 14 seconds. Operations by client A: o, r1 at t0; r2 at t2; r3 at t3; r4 at t5; r5, c at t6; o, r6 at t9; r7 at t11; r8, c at t13. Operations by client B: o, u1 at t1; u2 at t4; u3, c at t8.] For each of the following cases, determine which read operations of A return the file that incorporates the most recent update by B, and determine the time points when the file is transferred from the server to A. (i) The system is an NFS. The clients use a freshness interval of 3 seconds to maintain cache consistency, and client B uses a biodaemon process to send its updates to the server right after making each update. (ii) The system is an AFS that implements session update semantics.",Calculation,Calculation,Chapter 4 Distributed File Systems,"['Sun Network File System', 'Andrew and Coda File Systems']",2.pdf,1278
Q109,"Three processes p1, p2 and p3 are running on different computers in an asynchronous distributed system. Each process has a local clock. Figure Q3 shows four messages sent between the processes, where events a to h represent the sending and receiving events of these messages. Let te be the reading of p1s clock at event e, and tg be the reading of p2s clock at event g. Suppose that p3 knows te and tg, as well as the lengths of the time intervals measured by respective clocks as shown in the figure. [Image of Figure Q3] (a) If p3 would like to synchronize its clock with p2s clock as accurately as possible, what time should p3 set its clock to when it receives the message at event k? What is the accuracy of this setting?",Calculation,Calculation,Chapter 7 Time and Global States,['Synchronizing Physical Clocks'],2.pdf,726
Q110,"Three processes p1, p2 and p3 are running on different computers in an asynchronous distributed system. Each process has a local clock. Figure Q3 shows four messages sent between the processes, where events a to h represent the sending and receiving events of these messages. Let te be the reading of p1s clock at event e, and tg be the reading of p2s clock at event g. Suppose that p3 knows te and tg, as well as the lengths of the time intervals measured by respective clocks as shown in the figure. [Image of Figure Q3] (b) If p3 would like to synchronize its clock with p1s clock as accurately as possible, what time should p3 set its clock to at event h? What is the accuracy of this setting?",Calculation,Calculation,Chapter 7 Time and Global States,['Synchronizing Physical Clocks'],2.pdf,697
Q111,"Three processes p1, p2 and p3 are running on different computers in an asynchronous distributed system. Each process has a local clock. Figure Q3 shows four messages sent between the processes, where events a to h represent the sending and receiving events of these messages. Let te be the reading of p1s clock at event e, and tg be the reading of p2s clock at event g. Suppose that p3 knows te and tg, as well as the lengths of the time intervals measured by respective clocks as shown in the figure. [Image of Figure Q3] (c) Timestamp all the events in Figure Q3 using the vector clocks.",Calculation,Calculation,Chapter 7 Time and Global States,['Causal Ordering and Logical Clocks'],2.pdf,589
Q112,"Assume that message delivery on each unidirectional pointtopoint channel follows FIFO order. p2 initiates the ChandyandLamport algorithm sometime between events c and f to record a snapshot of the system. List all the possible snapshots finally recorded. Indicate clearly the process states and channel states in the snapshots. In your answer, if needed, use S1, S2 and S3 to represent the initial states of p1, p2 and p3 respectively, and use Sx to represent the state of the process where event x occurs immediately after event xs occurrence (for example, Sa is the state of p3 immediately after event a occurs, and Sc is the state of p2 immediately after event c occurs).",Essay,Essay,Chapter 7 Time and Global States,"['Global States', 'Distributed Debugging']",2.pdf,674
Q113,"The vector clock mechanism is used to timestamp the events that occur in a distributed system of three processes p1, p2, p3. Suppose that in a consistent cut, the last event occurring in each process has the following timestamps: p1: (300, 100, 100) p2: (200, 200, 200) p3: (300, a, b) What are the possible ranges of the values a and b respectively? Briefly explain your answer.",Calculation,Calculation,Chapter 7 Time and Global States,"['Causal Ordering and Logical Clocks', 'Global States']",2.pdf,379
Q114,"Suppose that the Ricart and Agrawala algorithm is used for distributed mutual exclusion among n processes p1, p2, ..., pn. Below is the partial pseudocode of the algorithm executed by a process pi. Complete the algorithm by filling in the boxes A to F with appropriate pseudocode. On initialization state : RELEASED; To enter the critical section [ BOX A ] send request to all the other processes; T : the timestamp of the request by the logical clock; [ BOX B ] state : HELD; On receipt of a request (Tj, pj) from another process pj (j  i) if (state  RELEASED or [ BOX C ]) then [ BOX D ] else [ BOX E ] end if To exit the critical section [ BOX F ] reply to all queued requests;",Fill in Blank,Fill in Blank,Chapter 7 Time and Global States,['Causal Ordering and Logical Clocks'],2.pdf,680
Q115,"In the Ricart and Agrawala algorithm, suppose the statement ""T : the timestamp of the request by the logical clock"" is changed to ""T : a random number"". Assume that different processes never generate the same random number. Does the algorithm still guarantee that at most one process may execute in the critical section at any time? Briefly explain your answer.",Essay,Essay,Chapter 7 Time and Global States,['Causal Ordering and Logical Clocks'],2.pdf,361
Q116,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x)  a denotes a read operation on x returning a value a, and write(x  x  50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client. Table Q6  Program order  Client A  Client B      write(x  x  6)  write(x  x  400)     read(x)  a  read(x)  c     write(x  x  50)  read(x)  400     read(x)  b  read(x)  d  (a) If the object service is sequentially consistent, what are the possible combinations of the values a and b?",Calculation,Calculation,Chapter 1 Characterization of Distributed Systems & System Models,['Fundamental models'],2.pdf,688
Q117,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x)  a denotes a read operation on x returning a value a, and write(x  x  50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client. Table Q6  Program order  Client A  Client B      write(x  x  6)  write(x  x  400)     read(x)  a  read(x)  c     write(x  x  50)  read(x)  400     read(x)  b  read(x)  d  (b) If the object service is monotonicread consistent, what are the possible combinations of the values c and d?",Calculation,Calculation,Chapter 1 Characterization of Distributed Systems & System Models,['Fundamental models'],2.pdf,689
Q118,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x)  a denotes a read operation on x returning a value a, and write(x  x  50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client. Table Q6  Program order  Client A  Client B      write(x  x  6)  write(x  x  400)     read(x)  a  read(x)  c     write(x  x  50)  read(x)  400     read(x)  b  read(x)  d  (c) If the object service is both monotonicread consistent and monotonicwrite consistent, what are the possible combinations of the values c and d?",Calculation,Calculation,Chapter 1 Characterization of Distributed Systems & System Models,['Fundamental models'],2.pdf,724
Q119,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x)  a denotes a read operation on x returning a value a, and write(x  x  50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client. Table Q6  Program order  Client A  Client B      write(x  x  6)  write(x  x  400)     read(x)  a  read(x)  c     write(x  x  50)  read(x)  400     read(x)  b  read(x)  d  (d) If the object service is readyourwrites consistent, what are the possible combinations of the values a and b?",Calculation,Calculation,Chapter 1 Characterization of Distributed Systems & System Models,['Fundamental models'],2.pdf,690
Q120,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x)  a denotes a read operation on x returning a value a, and write(x  x  50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client. Table Q6  Program order  Client A  Client B      write(x  x  6)  write(x  x  400)     read(x)  a  read(x)  c     write(x  x  50)  read(x)  400     read(x)  b  read(x)  d  (e) If a  406 and the object service is writesfollowreads consistent, what are the possible values of b?",Calculation,Calculation,Chapter 1 Characterization of Distributed Systems & System Models,['Fundamental models'],2.pdf,681
