id,title,type,refer,knowledge_points,source
Q040d,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client.

[Table Q6]
| Program order | Client A                 | Client B                  |
|---------------|--------------------------|---------------------------|
|      ↓        | write(x ← x + 6)         | write(x ← x + 400)        |
|               | read(x) → a              | read(x) → c               |
|               | write(x ← x + 50)        | read(x) → 400             |
|               | read(x) → b              | read(x) → d               |

If the object service is read-your-writes consistent, what are the possible combinations of the values a and b?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,1.pdf
Q040e,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client.

[Table Q6]
| Program order | Client A                 | Client B                  |
|---------------|--------------------------|---------------------------|
|      ↓        | write(x ← x + 6)         | write(x ← x + 400)        |
|               | read(x) → a              | read(x) → c               |
|               | write(x ← x + 50)        | read(x) → 400             |
|               | read(x) → b              | read(x) → d               |

If a = 406 and the object service is writes-follow-reads consistent, what are the possible values of b?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,1.pdf
Q041a,"In a distributed MRT information system, design Java remote interfaces for the server to allow clients to query fares and register for alert services, and for clients to allow the server to perform callback. For each method defined, explain the parameter passing semantics of each parameter.",Programming,Chapter 3 Distributed Objects & Remote Invocation,Distributed object model; An example of Java RMI,3.pdf
Q041b,"To resolve a name requested by client C involving name servers S1, S2, S3, S4 via unicast, list the sequence of all messages sent for iterative client-controlled, non-recursive server-controlled, and recursive server-controlled navigation types.",Programming,Chapter 3 Distributed Objects & Remote Invocation,Distributed object model; An example of Java RMI,3.pdf
Q042a,"In a peer-to-peer file sharing system based on Chord routing, the identifier circle ranges from 0 to 127 (i.e., 2^7 – 1). There are 10 nodes in the system: N2, N7, N27, N40, N47, N60, N69, N75, N90 and N96, where the numbers behind ‘N' denote the node identifiers on the identifier circle. Draw the finger table of node N90.",Calculation,Chapter 5 Peer-to-Peer File Sharing Systems,Structured DHT Systems,3.pdf
Q042b,"In a peer-to-peer file sharing system based on Chord routing, the identifier circle ranges from 0 to 127 (i.e., 2^7 – 1). There are 10 nodes in the system: N2, N7, N27, N40, N47, N60, N69, N75, N90 and N96, where the numbers behind ‘N' denote the node identifiers on the identifier circle. What is the route of a query issued by node N90 for the location information of file K53 (the number behind 'K' denotes the key identifier of the file on the identifier circle)?",Calculation,Chapter 5 Peer-to-Peer File Sharing Systems,Structured DHT Systems,3.pdf
Q042c,"In a peer-to-peer file sharing system based on Chord routing, the identifier circle ranges from 0 to 127 (i.e., 2^7 – 1). There are 10 nodes in the system: N2, N7, N27, N40, N47, N60, N69, N75, N90 and N96, where the numbers behind ‘N' denote the node identifiers on the identifier circle. If a query issued by node N7 visits node N40 in its route, what are the possible key identifiers of the target file? (Note: The query may visit other nodes in addition to N40. N40 can be the node responsible for the target file or any other node visited in the query route.)",Calculation,Chapter 5 Peer-to-Peer File Sharing Systems,Structured DHT Systems,3.pdf
Q043a,"M would like to estimate the local clock reading of A. What is M's best estimate of A's clock reading at the time when M receives A's reply (i.e., at event f)? What is the accuracy of this estimate?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks,3.pdf
Q043b,"M would like to estimate the local clock reading of B. What is M's best estimate of B's clock reading at the time when M receives B's reply (i.e., at event e)? What is the accuracy of this estimate?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks,3.pdf
Q043c,"Suppose that M acts as the master in the Berkeley algorithm for synchronizing the local clocks of M, A and B. M does not eliminate any clock in its calculation. Following Q3(a) and Q3(b), what time value should M set its clock to when it receives A's reply (i.e., at event f)? What information should M send to A and B respectively for synchronizing their clocks?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks,3.pdf
Q043d,"Following Q3(c), after M, A and B perform synchronization using the Berkeley algorithm, what is the largest possible offset between A's clock and B's clock?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks,3.pdf
Q043e,"Assume that message delivery on each unidirectional point-to-point channel follows FIFO order. Suppose that M initiates the Chandy-and-Lamport algorithm sometime between events d and e to record a snapshot of the system. What are the possible snapshots finally recorded? In your answer, use SA, SB, and SM to represent the initial states of A, B, and M respectively, and use Sx to represent the state of the computer (where event x occurs) immediately after event x's occurrence (for example, Sa is the state of A immediately after event a occurs, and Sc is the state of M immediately after event c occurs).",Calculation,Chapter 7 Time and Global States,Global States,3.pdf
Q044a,"Figure Q4 shows the execution of two processes p1 and p2 in an asynchronous distributed system, where the dots represent the events occurring in the processes, and the arrows represent the messages sent between the processes. Process p₁ contains a variable x, and process p2 contains a variable y. The values of x and y at different process states are shown in Figure Q4. Draw the lattice of consistent global states. In the lattice, use Sij to denote the global state after i events at process p₁ and j events at process p2.",Short Answer,Chapter 7 Time and Global States,Global States; Causal Ordering and Logical Clocks; Distributed Debugging,3.pdf
Q044b,"Figure Q4 shows the execution of two processes p1 and p2 in an asynchronous distributed system, where the dots represent the events occurring in the processes, and the arrows represent the messages sent between the processes. Process p₁ contains a variable x, and process p2 contains a variable y. The values of x and y at different process states are shown in Figure Q4. If it can be inferred that the constraint |x - y| > 6 must be broken in the execution, what is the possible range of y's values in the two states shown by ""y = ?"" (note that these two states have the same y value)?",Short Answer,Chapter 7 Time and Global States,Global States; Causal Ordering and Logical Clocks; Distributed Debugging,3.pdf
Q045a,We would like to modify the ring-based election algorithm to elect the process with the smallest identifier. Assume that each process has a unique identifier. Describe what a process with an identifier 6 needs to do when it receives an election message in each of the following cases: (i) The identifier in the received message is 5. (ii) The identifier in the received message is 6. (iii) The identifier in the received message is 7.,Short Answer,Chapter 7 Time and Global States,Fundamental models; Synchronizing Physical Clocks; Causal Ordering and Logical Clocks,3.pdf
Q045b,"In the Ricart-and-Agrawala algorithm for mutual exclusion, instead of using logical clock readings to timestamp requests, suppose that every process timestamps its requests with its physical clock readings. Assume that the physical clocks always advance and do not fail. In the case that two requests have the same timestamps, the identifiers of the requesting processes are used to break ties (the process with smaller identifier is given higher priority). With this modification, does the algorithm still guarantee that at most one process may execute in the critical section at any time? Briefly explain your answer.",Short Answer,Chapter 7 Time and Global States,Fundamental models; Synchronizing Physical Clocks; Causal Ordering and Logical Clocks,3.pdf
Q046a,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 20) denotes a write operation increasing the value of x by 20. The operations of each client are listed in the order that they are performed by the client. [Table Q6 shows program order for Client A and Client B. Client A operations: write(x ← x + 100), read(x) → a, read(x) → b. Client B operations: write(x ← x + 3), read(x) → c, write(x ← x + 20), read(x) → d.] If a = 103 and the object service is sequentially consistent, what are the possible combinations of the values c and d?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models; Architecture models,3.pdf
Q046b,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 20) denotes a write operation increasing the value of x by 20. The operations of each client are listed in the order that they are performed by the client. [Table Q6 shows program order for Client A and Client B. Client A operations: write(x ← x + 100), read(x) → a, read(x) → b. Client B operations: write(x ← x + 3), read(x) → c, write(x ← x + 20), read(x) → d.] If the object service is FIFO consistent, what are the possible combinations of the values c and d?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models; Architecture models,3.pdf
Q046c,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 20) denotes a write operation increasing the value of x by 20. The operations of each client are listed in the order that they are performed by the client. [Table Q6 shows program order for Client A and Client B. Client A operations: write(x ← x + 100), read(x) → a, read(x) → b. Client B operations: write(x ← x + 3), read(x) → c, write(x ← x + 20), read(x) → d.] If b = 123 and the object service provides both monotonic-reads consistency and monotonic-writes consistency, what are the possible values of a?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models; Architecture models,3.pdf
Q046d,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 20) denotes a write operation increasing the value of x by 20. The operations of each client are listed in the order that they are performed by the client. [Table Q6 shows program order for Client A and Client B. Client A operations: write(x ← x + 100), read(x) → a, read(x) → b. Client B operations: write(x ← x + 3), read(x) → c, write(x ← x + 20), read(x) → d.] If the object service is read-your-writes consistent, what are the possible combinations of the values c and d?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models; Architecture models,3.pdf
Q046e,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 20) denotes a write operation increasing the value of x by 20. The operations of each client are listed in the order that they are performed by the client. [Table Q6 shows program order for Client A and Client B. Client A operations: write(x ← x + 100), read(x) → a, read(x) → b. Client B operations: write(x ← x + 3), read(x) → c, write(x ← x + 20), read(x) → d.] If c = 103 and the object service is writes-follow-reads consistent, what are the possible values of d?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models; Architecture models,3.pdf
Q047a,What are idempotent and non-idempotent operations? (3 marks),Programming,Chapter 3 Distributed Objects & Remote Invocation,An example of Java RMI; Architecture of RMI; Client-Server Communication,2.pdf
Q047b,"A distributed contact tracing system maintains the records of lessons attended by students. The server provides three services. The first service is for the students to register attendance by specifying the location of a lesson (a string), the time of the lesson (two integers, day and hour), and the student name (a string). The second service is for the manager to retrieve all the lessons attended by a particular student by specifying the student name. The third service is for the manager to query the names of all the students attending a particular lesson by specifying the location and the time of the lesson. Design a Java remote interface for the server. (5 marks)",Programming,Chapter 3 Distributed Objects & Remote Invocation,An example of Java RMI; Architecture of RMI; Client-Server Communication,2.pdf
Q048a,What is the purpose of mounting in a distributed file system? How is mounting carried out in the NFS?,Essay,Chapter 4 Distributed File Systems,Sun Network File System; Andrew and Coda File Systems,2.pdf
Q048bi,"A distributed file system consists of three computers: a server and two clients A and B. Let f be a single-block file stored at the server. Figure Q2 shows the operations performed by clients A and B on file f, where “o”, “r”, “u” and ""c"" represent open, read, update and close operations respectively. A and B both start with an empty client cache, and the caches are large enough to avoid any replacement. The updates made by B do not change the length of file f. The transmission delay in the network and the processing times at the computers are negligible. The operations timeline is as follows: Client A: o,r1 at t=0; r2 at t=2; r3 at t=3; r4 at t=6; r5,c at t=8; o,r6 at t=10; r7 at t=11; r8,c at t=13. Client B: o,u1 at t=1; u2 at t=4; u3,c at t=9. Determine which read operations of A return the file that incorporates the most recent update by B, and determine the time points when the file is transferred from the server to A, given that the system is an NFS. The clients use a freshness interval of 3 seconds to maintain cache consistency, and client B uses a bio-daemon process to send its updates to the server right after making each update.",Essay,Chapter 4 Distributed File Systems,Sun Network File System; Andrew and Coda File Systems,2.pdf
Q048bii,"A distributed file system consists of three computers: a server and two clients A and B. Let f be a single-block file stored at the server. Figure Q2 shows the operations performed by clients A and B on file f, where “o”, “r”, “u” and ""c"" represent open, read, update and close operations respectively. A and B both start with an empty client cache, and the caches are large enough to avoid any replacement. The updates made by B do not change the length of file f. The transmission delay in the network and the processing times at the computers are negligible. The operations timeline is as follows: Client A: o,r1 at t=0; r2 at t=2; r3 at t=3; r4 at t=6; r5,c at t=8; o,r6 at t=10; r7 at t=11; r8,c at t=13. Client B: o,u1 at t=1; u2 at t=4; u3,c at t=9. Determine which read operations of A return the file that incorporates the most recent update by B, and determine the time points when the file is transferred from the server to A, given that the system is an AFS that implements session update semantics.",Essay,Chapter 4 Distributed File Systems,Sun Network File System; Andrew and Coda File Systems,2.pdf
Q049a,"Three processes p1, p2 and p3 are running on different computers in an asynchronous distributed system. Each process has a local clock. Figure Q3 shows four messages sent between the processes, where events a to h represent the sending and receiving events of these messages. Let te be the reading of p1's clock at event e, and tg be the reading of p2's clock at event g. Suppose that p3 knows te and tg, as well as the lengths of the time intervals measured by respective clocks as shown in the figure. [A space-time diagram, Figure Q3, is provided showing events and messages between processes p1, p2, and p3 with time intervals: p1(d to e) is 400ms, p2(f to g) is 30ms, p3(a to h) is 1000ms, etc.] If p3 would like to synchronize its clock with p2's clock as accurately as possible, what time should p3 set its clock to when it receives the message at event h? What is the accuracy of this setting?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks,2.pdf
Q049b,"Three processes p1, p2 and p3 are running on different computers in an asynchronous distributed system. Each process has a local clock. Figure Q3 shows four messages sent between the processes, where events a to h represent the sending and receiving events of these messages. Let te be the reading of p1's clock at event e, and tg be the reading of p2's clock at event g. Suppose that p3 knows te and tg, as well as the lengths of the time intervals measured by respective clocks as shown in the figure. [A space-time diagram, Figure Q3, is provided showing events and messages between processes p1, p2, and p3 with time intervals: p1(d to e) is 400ms, p2(f to g) is 30ms, p3(a to h) is 1000ms, etc.] If p3 would like to synchronize its clock with p1's clock as accurately as possible, what time should p3 set its clock to at event h? What is the accuracy of this setting?",Calculation,Chapter 7 Time and Global States,Synchronizing Physical Clocks,2.pdf
Q049c,"Three processes p1, p2 and p3 are running on different computers in an asynchronous distributed system. Each process has a local clock. Figure Q3 shows four messages sent between the processes, where events a to h represent the sending and receiving events of these messages. Let te be the reading of p1's clock at event e, and tg be the reading of p2's clock at event g. Suppose that p3 knows te and tg, as well as the lengths of the time intervals measured by respective clocks as shown in the figure. [A space-time diagram, Figure Q3, is provided showing events and messages between processes p1, p2, and p3 with time intervals: p1(d to e) is 400ms, p2(f to g) is 30ms, p3(a to h) is 1000ms, etc.] Timestamp all the events in Figure Q3 using the vector clocks.",Calculation,Chapter 7 Time and Global States,Causal Ordering and Logical Clocks,2.pdf
Q049d,"Three processes p1, p2 and p3 are running on different computers in an asynchronous distributed system. Each process has a local clock. Figure Q3 shows four messages sent between the processes, where events a to h represent the sending and receiving events of these messages. Let te be the reading of p1's clock at event e, and tg be the reading of p2's clock at event g. Suppose that p3 knows te and tg, as well as the lengths of the time intervals measured by respective clocks as shown in the figure. [A space-time diagram, Figure Q3, is provided showing events and messages between processes p1, p2, and p3 with time intervals: p1(d to e) is 400ms, p2(f to g) is 30ms, p3(a to h) is 1000ms, etc.] Assume that message delivery on each unidirectional point-to-point channel follows FIFO order. p2 initiates the Chandy-and-Lamport algorithm sometime between events c and f to record a snapshot of the system. List all the possible snapshots finally recorded. Indicate clearly the process states and channel states in the snapshots. In your answer, if needed, use S1, S2 and S3 to represent the initial states of p1, p2 and p3 respectively, and use Sx to represent the state of the process where event x occurs immediately after event x's occurrence (for example, Sa is the state of p3 immediately after event a occurs, and Sc is the state of p2 immediately after event c occurs).",Calculation,Chapter 7 Time and Global States,Global States,2.pdf
Q050,"The vector clock mechanism is used to timestamp the events that occur in a distributed system of three processes p1, p2, p3. Suppose that in a consistent cut, the last event occurring in each process has the following timestamps: p1: (300, 100, 100), p2: (200, 200, 200), p3: (300, a, b). What are the possible ranges of the values a and b respectively? Briefly explain your answer.",Calculation,Chapter 7 Time and Global States,Causal Ordering and Logical Clocks; Global States,2.pdf
Q051a,"Suppose that the Ricart and Agrawala algorithm is used for distributed mutual exclusion among n processes p1, p2, ..., pn. Below is the partial pseudocode of the algorithm executed by a process pi. Complete the algorithm by filling in the boxes A to F with appropriate pseudocode.

On initialization
  state := RELEASED;
To enter the critical section
  [Box A]
  send request to all the other processes;
  T := the timestamp of the request by the logical clock;
  [Box B]
  state := HELD;
On receipt of a request (Tj, pj) from another process pj (j ≠ i)
  if (state = RELEASED or [Box C])
  then
    [Box D]
  else
    [Box E]
  end if
To exit the critical section
  [Box F]
  reply to all queued requests;
(10 marks)",Fill in Blank,Chapter 7 Time and Global States,Causal Ordering and Logical Clocks,2.pdf
Q051b,"In the Ricart and Agrawala algorithm, suppose the statement ""T := the timestamp of the request by the logical clock"" is changed to ""T := a random number"". Assume that different processes never generate the same random number. Does the algorithm still guarantee that at most one process may execute in the critical section at any time? Briefly explain your answer. (10 marks)",Fill in Blank,Chapter 7 Time and Global States,Causal Ordering and Logical Clocks,2.pdf
Q052a,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client.

Table Q6:
Client A: write(x ← x + 6), read(x)→a, write(x ← x + 50), read(x)→b
Client B: write(x ← x + 400), read(x)→c, read(x)→400, read(x)→d

If the object service is sequentially consistent, what are the possible combinations of the values a and b?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,2.pdf
Q052b,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client.

Table Q6:
Client A: write(x ← x + 6), read(x)→a, write(x ← x + 50), read(x)→b
Client B: write(x ← x + 400), read(x)→c, read(x)→400, read(x)→d

If the object service is monotonic-read consistent, what are the possible combinations of the values c and d?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,2.pdf
Q052c,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client.

Table Q6:
Client A: write(x ← x + 6), read(x)→a, write(x ← x + 50), read(x)→b
Client B: write(x ← x + 400), read(x)→c, read(x)→400, read(x)→d

If the object service is both monotonic-read consistent and monotonic-write consistent, what are the possible combinations of the values c and d?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,2.pdf
Q052d,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client.

Table Q6:
Client A: write(x ← x + 6), read(x)→a, write(x ← x + 50), read(x)→b
Client B: write(x ← x + 400), read(x)→c, read(x)→400, read(x)→d

If the object service is read-your-writes consistent, what are the possible combinations of the values a and b?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,2.pdf
Q052e,"Consider a replicated shared object service hosting an integer object x whose initial value is 0. Table Q6 shows the operations performed by two clients on x. For example, read(x) → a denotes a read operation on x returning a value a, and write(x ← x + 50) denotes a write operation increasing the value of x by 50. The operations of each client are listed in the order that they are performed by the client.

Table Q6:
Client A: write(x ← x + 6), read(x)→a, write(x ← x + 50), read(x)→b
Client B: write(x ← x + 400), read(x)→c, read(x)→400, read(x)→d

If a = 406 and the object service is writes-follow-reads consistent, what are the possible values of b?",Short Answer,Chapter 1 Characterization of Distributed Systems & System Models,Fundamental models,2.pdf
